,location,predicted_price,quarter,year,Locality,Risk
3937,Bhattarahalli,6023.82,Apr-Jun,2028,Bhattarahalli,Moderate
3938,Bhattarahalli,5910.38,Jul-Sep,2028,Bhattarahalli,Moderate
3939,Bhattarahalli,6400.55,Oct-Dec,2028,Bhattarahalli,Moderate
3940,Bhattarahalli,5951.09,Jan-Mar,2029,Bhattarahalli,Moderate
3941,Bhattarahalli,5949.31,Apr-Jun,2029,Bhattarahalli,Moderate
3942,Bhattarahalli,5822.03,Jul-Sep,2029,Bhattarahalli,Moderate
3943,Bhattarahalli,6485.46,Oct-Dec,2029,Bhattarahalli,Moderate
3944,Bhattarahalli,7023.42,Jan-Mar,2030,Bhattarahalli,Moderate
3945,Bhattarahalli,7384.7,Apr-Jun,2030,Bhattarahalli,Moderate
3946,Bhattarahalli,7387.733333,Jul-Sep,2030,Bhattarahalli,Moderate
3947,Bhattarahalli,7660.52,Oct-Dec,2030,Bhattarahalli,Moderate
3948,Bommasandra Jigani Link Road,5082.34,Jan-Mar,2024,Bommasandra Jigani Link Road,High
3949,Bommasandra Jigani Link Road,5173.65,Apr-Jun,2024,Bommasandra Jigani Link Road,High
3950,Bommasandra Jigani Link Road,5532.696667,Jul-Sep,2024,Bommasandra Jigani Link Road,High
3951,Bommasandra Jigani Link Road,5145.73,Oct-Dec,2024,Bommasandra Jigani Link Road,High
3952,Bommasandra Jigani Link Road,5692.73,Jan-Mar,2025,Bommasandra Jigani Link Road,High
3953,Bommasandra Jigani Link Road,5627.956667,Apr-Jun,2025,Bommasandra Jigani Link Road,High
3954,Bommasandra Jigani Link Road,5630.985,Jul-Sep,2025,Bommasandra Jigani Link Road,High
3955,Bommasandra Jigani Link Road,4300.04,Oct-Dec,2025,Bommasandra Jigani Link Road,High
3956,Bommasandra Jigani Link Road,3576.19,Jan-Mar,2026,Bommasandra Jigani Link Road,High
3957,Bommasandra Jigani Link Road,3507.84,Apr-Jun,2026,Bommasandra Jigani Link Road,High
3958,Bommasandra Jigani Link Road,3458.24,Jul-Sep,2026,Bommasandra Jigani Link Road,High
3959,Bommasandra Jigani Link Road,3644.46,Oct-Dec,2026,Bommasandra Jigani Link Road,High
3960,Bommasandra Jigani Link Road,3424.91,Jan-Mar,2027,Bommasandra Jigani Link Road,High
3961,Bommasandra Jigani Link Road,3456.31,Apr-Jun,2027,Bommasandra Jigani Link Road,High
3962,Bommasandra Jigani Link Road,3475.87,Jul-Sep,2027,Bommasandra Jigani Link Road,High
3963,Bommasandra Jigani Link Road,3661.41,Oct-Dec,2027,Bommasandra Jigani Link Road,High
3964,Bommasandra Jigani Link Road,4685.82,Jan-Mar,2028,Bommasandra Jigani Link Road,High
3965,Bommasandra Jigani Link Road,4555.9,Apr-Jun,2028,Bommasandra Jigani Link Road,High
3966,Bommasandra Jigani Link Road,4495.86,Jul-Sep,2028,Bommasandra Jigani Link Road,High
3967,Bommasandra Jigani Link Road,4457.73,Oct-Dec,2028,Bommasandra Jigani Link Road,High
3968,Bommasandra Jigani Link Road,4992.25,Jan-Mar,2029,Bommasandra Jigani Link Road,High
3969,Bommasandra Jigani Link Road,5003.97,Apr-Jun,2029,Bommasandra Jigani Link Road,High
3970,Bommasandra Jigani Link Road,5036.26,Jul-Sep,2029,Bommasandra Jigani Link Road,High
3971,Bommasandra Jigani Link Road,5104.01,Oct-Dec,2029,Bommasandra Jigani Link Road,High
3972,Bommasandra Jigani Link Road,5082.34,Jan-Mar,2030,Bommasandra Jigani Link Road,High
3973,Bommasandra Jigani Link Road,5173.65,Apr-Jun,2030,Bommasandra Jigani Link Road,High
3974,Bommasandra Jigani Link Road,5532.696667,Jul-Sep,2030,Bommasandra Jigani Link Road,High
3975,Bommasandra Jigani Link Road,5145.73,Oct-Dec,2030,Bommasandra Jigani Link Road,High
3976,Varthur Road,8820.91,Jan-Mar,2024,Varthur Road,High
3977,Varthur Road,9115.83,Apr-Jun,2024,Varthur Road,High
3978,Varthur Road,9401.426071,Jul-Sep,2024,Varthur Road,High
3979,Varthur Road,10320.57,Oct-Dec,2024,Varthur Road,High
3980,Varthur Road,11237.38,Jan-Mar,2025,Varthur Road,High
3981,Varthur Road,11516.26,Apr-Jun,2025,Varthur Road,High
3982,Varthur Road,9848.319893,Jul-Sep,2025,Varthur Road,High
3983,Varthur Road,5592.7425,Oct-Dec,2025,Varthur Road,High
3984,Varthur Road,5515.18,Jan-Mar,2026,Varthur Road,High
3985,Varthur Road,5576.36,Apr-Jun,2026,Varthur Road,High
3986,Varthur Road,5976.55,Jul-Sep,2026,Varthur Road,High
3987,Varthur Road,5791.33,Oct-Dec,2026,Varthur Road,High
3988,Varthur Road,5991.29,Jan-Mar,2027,Varthur Road,High
3989,Varthur Road,6184.99,Apr-Jun,2027,Varthur Road,High
3990,Varthur Road,6324.77,Jul-Sep,2027,Varthur Road,High
3991,Varthur Road,6422.63,Oct-Dec,2027,Varthur Road,High
3992,Varthur Road,7174.98,Jan-Mar,2028,Varthur Road,High
3993,Varthur Road,7161.59,Apr-Jun,2028,Varthur Road,High
3994,Varthur Road,8133.84,Jul-Sep,2028,Varthur Road,High
3995,Varthur Road,7664.8,Oct-Dec,2028,Varthur Road,High
3996,Varthur Road,7663.39,Jan-Mar,2029,Varthur Road,High
3997,Varthur Road,7903.21,Apr-Jun,2029,Varthur Road,High
3998,Varthur Road,8428.84,Jul-Sep,2029,Varthur Road,High
3999,Varthur Road,9449.88,Oct-Dec,2029,Varthur Road,High
4000,Varthur Road,8820.91,Jan-Mar,2030,Varthur Road,High
4001,Varthur Road,9115.83,Apr-Jun,2030,Varthur Road,High
4002,Varthur Road,9401.426071,Jul-Sep,2030,Varthur Road,High
4003,Varthur Road,10320.57,Oct-Dec,2030,Varthur Road,High
4004,NRI Layout Main Road,5748.27,Jan-Mar,2024,NRI Layout Main Road,Moderate
4005,NRI Layout Main Road,5776.91,Apr-Jun,2024,NRI Layout Main Road,Moderate
4006,NRI Layout Main Road,5979.99,Jul-Sep,2024,NRI Layout Main Road,Moderate
4007,NRI Layout Main Road,6189.86,Oct-Dec,2024,NRI Layout Main Road,Moderate
4008,NRI Layout Main Road,6194.62,Jan-Mar,2025,NRI Layout Main Road,Moderate
4009,NRI Layout Main Road,6109.96,Apr-Jun,2025,NRI Layout Main Road,Moderate
4010,NRI Layout Main Road,6410.83,Jul-Sep,2025,NRI Layout Main Road,Moderate
4011,NRI Layout Main Road,4145.66,Oct-Dec,2025,NRI Layout Main Road,Moderate
4012,NRI Layout Main Road,3889.53,Jan-Mar,2026,NRI Layout Main Road,Moderate
4013,NRI Layout Main Road,4002.18,Apr-Jun,2026,NRI Layout Main Road,Moderate
4014,NRI Layout Main Road,4085.61,Jul-Sep,2026,NRI Layout Main Road,Moderate
4015,NRI Layout Main Road,4227.24,Oct-Dec,2026,NRI Layout Main Road,Moderate
4016,NRI Layout Main Road,4257.39,Jan-Mar,2027,NRI Layout Main Road,Moderate
4017,NRI Layout Main Road,4367.87,Apr-Jun,2027,NRI Layout Main Road,Moderate
4018,NRI Layout Main Road,4450.4,Jul-Sep,2027,NRI Layout Main Road,Moderate
4019,NRI Layout Main Road,4530.57,Oct-Dec,2027,NRI Layout Main Road,Moderate
4020,NRI Layout Main Road,4830.36,Jan-Mar,2028,NRI Layout Main Road,Moderate
4021,NRI Layout Main Road,4793.1,Apr-Jun,2028,NRI Layout Main Road,Moderate
4022,NRI Layout Main Road,4986.86,Jul-Sep,2028,NRI Layout Main Road,Moderate
4023,NRI Layout Main Road,5068,Oct-Dec,2028,NRI Layout Main Road,Moderate
4024,NRI Layout Main Road,5138.03,Jan-Mar,2029,NRI Layout Main Road,Moderate
4025,NRI Layout Main Road,5254.9,Apr-Jun,2029,NRI Layout Main Road,Moderate
4026,NRI Layout Main Road,5337.5,Jul-Sep,2029,NRI Layout Main Road,Moderate
4027,NRI Layout Main Road,5451.65,Oct-Dec,2029,NRI Layout Main Road,Moderate
4028,NRI Layout Main Road,5748.27,Jan-Mar,2030,NRI Layout Main Road,Moderate
4029,NRI Layout Main Road,5776.91,Apr-Jun,2030,NRI Layout Main Road,Moderate
4030,NRI Layout Main Road,5979.99,Jul-Sep,2030,NRI Layout Main Road,Moderate
4031,NRI Layout Main Road,6189.86,Oct-Dec,2030,NRI Layout Main Road,Moderate
4032,Kudlu Gate,6402.59,Jan-Mar,2024,Kudlu Gate,Moderate
4033,Kudlu Gate,6620.64,Apr-Jun,2024,Kudlu Gate,Moderate
4034,Kudlu Gate,7007.58,Jul-Sep,2024,Kudlu Gate,Moderate
4035,Kudlu Gate,9071.72,Oct-Dec,2024,Kudlu Gate,Moderate
4036,Kudlu Gate,7538.94,Jan-Mar,2025,Kudlu Gate,Moderate
4037,Kudlu Gate,7548.15,Apr-Jun,2025,Kudlu Gate,Moderate
4038,Kudlu Gate,6709.946667,Jul-Sep,2025,Kudlu Gate,Moderate
4039,Kudlu Gate,6647.09,Oct-Dec,2025,Kudlu Gate,Moderate
4040,Kudlu Gate,6583.28,Jan-Mar,2026,Kudlu Gate,Moderate
4041,Kudlu Gate,6633.34,Apr-Jun,2026,Kudlu Gate,Moderate
4042,Kudlu Gate,6722.86,Jul-Sep,2026,Kudlu Gate,Moderate
4043,Kudlu Gate,6660.05,Oct-Dec,2026,Kudlu Gate,Moderate
4044,Kudlu Gate,6624.47,Jan-Mar,2027,Kudlu Gate,Moderate
4045,Kudlu Gate,6562.48,Apr-Jun,2027,Kudlu Gate,Moderate
4046,Kudlu Gate,6663.21,Jul-Sep,2027,Kudlu Gate,Moderate
4047,Kudlu Gate,6658.73,Oct-Dec,2027,Kudlu Gate,Moderate
4048,Kudlu Gate,6416.91,Jan-Mar,2028,Kudlu Gate,Moderate
4049,Kudlu Gate,6466.85,Apr-Jun,2028,Kudlu Gate,Moderate
4050,Kudlu Gate,6186.28,Jul-Sep,2028,Kudlu Gate,Moderate
4051,Kudlu Gate,6046.76,Oct-Dec,2028,Kudlu Gate,Moderate
4052,Kudlu Gate,6347.86,Jan-Mar,2029,Kudlu Gate,Moderate
4053,Kudlu Gate,6596.19,Apr-Jun,2029,Kudlu Gate,Moderate
4054,Kudlu Gate,6154.12,Jul-Sep,2029,Kudlu Gate,Moderate
4055,Kudlu Gate,6535.52,Oct-Dec,2029,Kudlu Gate,Moderate
4056,Kudlu Gate,6402.59,Jan-Mar,2030,Kudlu Gate,Moderate
4057,Kudlu Gate,6620.64,Apr-Jun,2030,Kudlu Gate,Moderate
4058,Kudlu Gate,7007.58,Jul-Sep,2030,Kudlu Gate,Moderate
4059,Kudlu Gate,9071.72,Oct-Dec,2030,Kudlu Gate,Moderate
4060,Kudlu Main Road,5917.06,Jan-Mar,2024,Kudlu Main Road,Moderate
4061,Kudlu Main Road,6107.49,Apr-Jun,2024,Kudlu Main Road,Moderate
4062,Kudlu Main Road,6475.750667,Jul-Sep,2024,Kudlu Main Road,Moderate
4063,Kudlu Main Road,6792.76,Oct-Dec,2024,Kudlu Main Road,Moderate
4064,Kudlu Main Road,7551.27,Jan-Mar,2025,Kudlu Main Road,Moderate
4065,Kudlu Main Road,7577,Apr-Jun,2025,Kudlu Main Road,Moderate
4066,Kudlu Main Road,6590.236571,Jul-Sep,2025,Kudlu Main Road,Moderate
4067,Kudlu Main Road,5564.73,Oct-Dec,2025,Kudlu Main Road,Moderate
4068,Kudlu Main Road,3984.26,Jan-Mar,2026,Kudlu Main Road,Moderate
4069,Kudlu Main Road,4024.42,Apr-Jun,2026,Kudlu Main Road,Moderate
4070,Kudlu Main Road,4105.52,Jul-Sep,2026,Kudlu Main Road,Moderate
4071,Kudlu Main Road,4183.32,Oct-Dec,2026,Kudlu Main Road,Moderate
4072,Kudlu Main Road,4286.56,Jan-Mar,2027,Kudlu Main Road,Moderate
4073,Kudlu Main Road,4332.53,Apr-Jun,2027,Kudlu Main Road,Moderate
4074,Kudlu Main Road,4425.34,Jul-Sep,2027,Kudlu Main Road,Moderate
4075,Kudlu Main Road,4513.53,Oct-Dec,2027,Kudlu Main Road,Moderate
4076,Kudlu Main Road,4999.51,Jan-Mar,2028,Kudlu Main Road,Moderate
4077,Kudlu Main Road,4913.76,Apr-Jun,2028,Kudlu Main Road,Moderate
4078,Kudlu Main Road,4930.11,Jul-Sep,2028,Kudlu Main Road,Moderate
4079,Kudlu Main Road,5053.96,Oct-Dec,2028,Kudlu Main Road,Moderate
4080,Kudlu Main Road,5211.61,Jan-Mar,2029,Kudlu Main Road,Moderate
4081,Kudlu Main Road,5330.7,Apr-Jun,2029,Kudlu Main Road,Moderate
4082,Kudlu Main Road,5289.02,Jul-Sep,2029,Kudlu Main Road,Moderate
4083,Kudlu Main Road,5533.87,Oct-Dec,2029,Kudlu Main Road,Moderate
4084,Kudlu Main Road,5917.06,Jan-Mar,2030,Kudlu Main Road,Moderate
4085,Kudlu Main Road,6107.49,Apr-Jun,2030,Kudlu Main Road,Moderate
4086,Kudlu Main Road,6475.750667,Jul-Sep,2030,Kudlu Main Road,Moderate
4087,Kudlu Main Road,6792.76,Oct-Dec,2030,Kudlu Main Road,Moderate
4088,Nice Ring Road,5586.86,Jan-Mar,2024,Nice Ring Road,Moderate
4089,Nice Ring Road,5990.93,Apr-Jun,2024,Nice Ring Road,Moderate
4090,Nice Ring Road,6354.7125,Jul-Sep,2024,Nice Ring Road,Moderate
4091,Nice Ring Road,6717.26,Oct-Dec,2024,Nice Ring Road,Moderate
4092,Nice Ring Road,6432.265,Jan-Mar,2025,Nice Ring Road,Moderate
4093,Nice Ring Road,6806.435,Apr-Jun,2025,Nice Ring Road,Moderate
4094,Nice Ring Road,5253.20875,Jul-Sep,2025,Nice Ring Road,Moderate
4095,Nice Ring Road,4247.213333,Oct-Dec,2025,Nice Ring Road,Moderate
4096,Nice Ring Road,3665,Jan-Mar,2026,Nice Ring Road,Moderate
4097,Nice Ring Road,3738.59,Apr-Jun,2026,Nice Ring Road,Moderate
4098,Nice Ring Road,3811,Jul-Sep,2026,Nice Ring Road,Moderate
4099,Nice Ring Road,3899.31,Oct-Dec,2026,Nice Ring Road,Moderate
4100,Nice Ring Road,4055.5,Jan-Mar,2027,Nice Ring Road,Moderate
4101,Nice Ring Road,4171.19,Apr-Jun,2027,Nice Ring Road,Moderate
4102,Nice Ring Road,4186.4,Jul-Sep,2027,Nice Ring Road,Moderate
4103,Nice Ring Road,4241.4,Oct-Dec,2027,Nice Ring Road,Moderate
4104,Nice Ring Road,5168.71,Jan-Mar,2028,Nice Ring Road,Moderate
4105,Nice Ring Road,4903.91,Apr-Jun,2028,Nice Ring Road,Moderate
4106,Nice Ring Road,5003.93,Jul-Sep,2028,Nice Ring Road,Moderate
4107,Nice Ring Road,5344.71,Oct-Dec,2028,Nice Ring Road,Moderate
4108,Nice Ring Road,5114.39,Jan-Mar,2029,Nice Ring Road,Moderate
4109,Nice Ring Road,5321.68,Apr-Jun,2029,Nice Ring Road,Moderate
4110,Nice Ring Road,5599.49,Jul-Sep,2029,Nice Ring Road,Moderate
4111,Nice Ring Road,5872.56,Oct-Dec,2029,Nice Ring Road,Moderate
4112,Nice Ring Road,5586.86,Jan-Mar,2030,Nice Ring Road,Moderate
4113,Nice Ring Road,5990.93,Apr-Jun,2030,Nice Ring Road,Moderate
4114,Nice Ring Road,6354.7125,Jul-Sep,2030,Nice Ring Road,Moderate
4115,Nice Ring Road,6717.26,Oct-Dec,2030,Nice Ring Road,Moderate
4116,Kumaraswamy Layout,5680.19,Jan-Mar,2024,Kumaraswamy Layout,Low
4117,Kumaraswamy Layout,5846.69,Apr-Jun,2024,Kumaraswamy Layout,Low
4118,Kumaraswamy Layout,6514.183667,Jul-Sep,2024,Kumaraswamy Layout,Low
4119,Kumaraswamy Layout,6466.5225,Oct-Dec,2024,Kumaraswamy Layout,Low
4120,Kumaraswamy Layout,7177.151667,Jan-Mar,2025,Kumaraswamy Layout,Low
4121,Kumaraswamy Layout,7144.921667,Apr-Jun,2025,Kumaraswamy Layout,Low
4122,Kumaraswamy Layout,6448.691738,Jul-Sep,2025,Kumaraswamy Layout,Low
4123,Kumaraswamy Layout,5390.005833,Oct-Dec,2025,Kumaraswamy Layout,Low
4124,Kumaraswamy Layout,4807.48,Jan-Mar,2026,Kumaraswamy Layout,Low
4125,Kumaraswamy Layout,4818.48,Apr-Jun,2026,Kumaraswamy Layout,Low
4126,Kumaraswamy Layout,4874.2,Jul-Sep,2026,Kumaraswamy Layout,Low
4127,Kumaraswamy Layout,4890.12,Oct-Dec,2026,Kumaraswamy Layout,Low
4128,Kumaraswamy Layout,4916.04,Jan-Mar,2027,Kumaraswamy Layout,Low
4129,Kumaraswamy Layout,4908.41,Apr-Jun,2027,Kumaraswamy Layout,Low
4130,Kumaraswamy Layout,4912.3,Jul-Sep,2027,Kumaraswamy Layout,Low
4131,Kumaraswamy Layout,4937.82,Oct-Dec,2027,Kumaraswamy Layout,Low
4132,Kumaraswamy Layout,5242.63,Jan-Mar,2028,Kumaraswamy Layout,Low
4133,Kumaraswamy Layout,5199.34,Apr-Jun,2028,Kumaraswamy Layout,Low
4134,Kumaraswamy Layout,5102.16,Jul-Sep,2028,Kumaraswamy Layout,Low
4135,Kumaraswamy Layout,5252.33,Oct-Dec,2028,Kumaraswamy Layout,Low
4136,Kumaraswamy Layout,5211.43,Jan-Mar,2029,Kumaraswamy Layout,Low
4137,Kumaraswamy Layout,5255.25,Apr-Jun,2029,Kumaraswamy Layout,Low
4138,Kumaraswamy Layout,5163.68,Jul-Sep,2029,Kumaraswamy Layout,Low
4139,Kumaraswamy Layout,5388.89,Oct-Dec,2029,Kumaraswamy Layout,Low
4140,Kumaraswamy Layout,5680.19,Jan-Mar,2030,Kumaraswamy Layout,Low
4141,Kumaraswamy Layout,5846.69,Apr-Jun,2030,Kumaraswamy Layout,Low
4142,Kumaraswamy Layout,6514.183667,Jul-Sep,2030,Kumaraswamy Layout,Low
4143,Kumaraswamy Layout,6466.5225,Oct-Dec,2030,Kumaraswamy Layout,Low
4144,Bagalur Main Road,6249.45,Jan-Mar,2024,Bagalur Main Road,High
4145,Bagalur Main Road,6667.66,Apr-Jun,2024,Bagalur Main Road,High
4146,Bagalur Main Road,7334.835,Jul-Sep,2024,Bagalur Main Road,High
4147,Bagalur Main Road,7710.18,Oct-Dec,2024,Bagalur Main Road,High
4148,Bagalur Main Road,7875.19,Jan-Mar,2025,Bagalur Main Road,High
4149,Bagalur Main Road,8266.33,Apr-Jun,2025,Bagalur Main Road,High
4150,Bagalur Main Road,7857.265,Jul-Sep,2025,Bagalur Main Road,High
4151,Bagalur Main Road,4924.21,Oct-Dec,2025,Bagalur Main Road,High
4152,Bagalur Main Road,4528.34,Jan-Mar,2026,Bagalur Main Road,High
4153,Bagalur Main Road,4525.81,Apr-Jun,2026,Bagalur Main Road,High
4154,Bagalur Main Road,4419.9,Jul-Sep,2026,Bagalur Main Road,High
4155,Bagalur Main Road,4466.34,Oct-Dec,2026,Bagalur Main Road,High
4156,Bagalur Main Road,4781.16,Jan-Mar,2027,Bagalur Main Road,High
4157,Bagalur Main Road,4773.13,Apr-Jun,2027,Bagalur Main Road,High
4158,Bagalur Main Road,4684.05,Jul-Sep,2027,Bagalur Main Road,High
4159,Bagalur Main Road,4688.04,Oct-Dec,2027,Bagalur Main Road,High
4160,Bagalur Main Road,4716.45,Jan-Mar,2028,Bagalur Main Road,High
4161,Bagalur Main Road,4838.22,Apr-Jun,2028,Bagalur Main Road,High
4162,Bagalur Main Road,4861.49,Jul-Sep,2028,Bagalur Main Road,High
4163,Bagalur Main Road,5152.32,Oct-Dec,2028,Bagalur Main Road,High
4164,Bagalur Main Road,5181.53,Jan-Mar,2029,Bagalur Main Road,High
4165,Bagalur Main Road,5353.2,Apr-Jun,2029,Bagalur Main Road,High
4166,Bagalur Main Road,5388.72,Jul-Sep,2029,Bagalur Main Road,High
4167,Bagalur Main Road,5638.17,Oct-Dec,2029,Bagalur Main Road,High
4168,Bagalur Main Road,6249.45,Jan-Mar,2030,Bagalur Main Road,High
4169,Bagalur Main Road,6667.66,Apr-Jun,2030,Bagalur Main Road,High
4170,Bagalur Main Road,7334.835,Jul-Sep,2030,Bagalur Main Road,High
4171,Bagalur Main Road,7710.18,Oct-Dec,2030,Bagalur Main Road,High
4172,Kundalahalli,6850.95,Jan-Mar,2024,Kundalahalli,Moderate
4173,Kundalahalli,6791.56,Apr-Jun,2024,Kundalahalli,Moderate
4174,Kundalahalli,7533.82,Jul-Sep,2024,Kundalahalli,Moderate
4175,Kundalahalli,8726.09,Oct-Dec,2024,Kundalahalli,Moderate
4176,Kundalahalli,8597.48,Jan-Mar,2025,Kundalahalli,Moderate
4177,Kundalahalli,8762.42,Apr-Jun,2025,Kundalahalli,Moderate
4178,Kundalahalli,10170.38917,Jul-Sep,2025,Kundalahalli,Moderate
4179,Kundalahalli,6774.96,Oct-Dec,2025,Kundalahalli,Moderate
4180,Kundalahalli,5830.14,Jan-Mar,2026,Kundalahalli,Moderate
4181,Kundalahalli,5930.28,Apr-Jun,2026,Kundalahalli,Moderate
4182,Kundalahalli,6118.33,Jul-Sep,2026,Kundalahalli,Moderate
4183,Kundalahalli,6151.08,Oct-Dec,2026,Kundalahalli,Moderate
4184,Kundalahalli,6266.17,Jan-Mar,2027,Kundalahalli,Moderate
4185,Kundalahalli,6421.12,Apr-Jun,2027,Kundalahalli,Moderate
4186,Kundalahalli,6274.28,Jul-Sep,2027,Kundalahalli,Moderate
4187,Kundalahalli,6218.17,Oct-Dec,2027,Kundalahalli,Moderate
4188,Kundalahalli,6142.99,Jan-Mar,2028,Kundalahalli,Moderate
4189,Kundalahalli,6200.28,Apr-Jun,2028,Kundalahalli,Moderate
4190,Kundalahalli,6076.08,Jul-Sep,2028,Kundalahalli,Moderate
4191,Kundalahalli,6572.17,Oct-Dec,2028,Kundalahalli,Moderate
4192,Kundalahalli,6067.53,Jan-Mar,2029,Kundalahalli,Moderate
4193,Kundalahalli,6089.13,Apr-Jun,2029,Kundalahalli,Moderate
4194,Kundalahalli,6027.99,Jul-Sep,2029,Kundalahalli,Moderate
4195,Kundalahalli,6075.01,Oct-Dec,2029,Kundalahalli,Moderate
4196,Kundalahalli,6850.95,Jan-Mar,2030,Kundalahalli,Moderate
4197,Kundalahalli,6791.56,Apr-Jun,2030,Kundalahalli,Moderate
4198,Kundalahalli,7533.82,Jul-Sep,2030,Kundalahalli,Moderate
4199,Kundalahalli,8726.09,Oct-Dec,2030,Kundalahalli,Moderate
4200,Bagalur Colony,6660.18,Jan-Mar,2024,Bagalur Colony,Moderate
4201,Bagalur Colony,6974.99,Apr-Jun,2024,Bagalur Colony,Moderate
4202,Bagalur Colony,7189.197,Jul-Sep,2024,Bagalur Colony,Moderate
4203,Bagalur Colony,7595.9,Oct-Dec,2024,Bagalur Colony,Moderate
4204,Bagalur Colony,7541.103333,Jan-Mar,2025,Bagalur Colony,Moderate
4205,Bagalur Colony,8059.043333,Apr-Jun,2025,Bagalur Colony,Moderate
4206,Bagalur Colony,6590.538262,Jul-Sep,2025,Bagalur Colony,Moderate
4207,Bagalur Colony,4682.843333,Oct-Dec,2025,Bagalur Colony,Moderate
4208,Bagalur Colony,4567,Jan-Mar,2026,Bagalur Colony,Moderate
4209,Bagalur Colony,4599,Apr-Jun,2026,Bagalur Colony,Moderate
4210,Bagalur Colony,4671.74,Jul-Sep,2026,Bagalur Colony,Moderate
4211,Bagalur Colony,4751.96,Oct-Dec,2026,Bagalur Colony,Moderate
4212,Bagalur Colony,4945.97,Jan-Mar,2027,Bagalur Colony,Moderate
4213,Bagalur Colony,4987.88,Apr-Jun,2027,Bagalur Colony,Moderate
4214,Bagalur Colony,5058.9,Jul-Sep,2027,Bagalur Colony,Moderate
4215,Bagalur Colony,5142.47,Oct-Dec,2027,Bagalur Colony,Moderate
4216,Bagalur Colony,5319.85,Jan-Mar,2028,Bagalur Colony,Moderate
4217,Bagalur Colony,5396.49,Apr-Jun,2028,Bagalur Colony,Moderate
4218,Bagalur Colony,5481.75,Jul-Sep,2028,Bagalur Colony,Moderate
4219,Bagalur Colony,5609.31,Oct-Dec,2028,Bagalur Colony,Moderate
4220,Bagalur Colony,5829.31,Jan-Mar,2029,Bagalur Colony,Moderate
4221,Bagalur Colony,5959.12,Apr-Jun,2029,Bagalur Colony,Moderate
4222,Bagalur Colony,6116.61,Jul-Sep,2029,Bagalur Colony,Moderate
4223,Bagalur Colony,6260.2,Oct-Dec,2029,Bagalur Colony,Moderate
4224,Bagalur Colony,6660.18,Jan-Mar,2030,Bagalur Colony,Moderate
4225,Bagalur Colony,6974.99,Apr-Jun,2030,Bagalur Colony,Moderate
4226,Bagalur Colony,7189.197,Jul-Sep,2030,Bagalur Colony,Moderate
4227,Bagalur Colony,7595.9,Oct-Dec,2030,Bagalur Colony,Moderate
4228,New BEL Road,7850.17,Jan-Mar,2024,New BEL Road,Moderate
4229,New BEL Road,8522.71,Apr-Jun,2024,New BEL Road,Moderate
4230,New BEL Road,8739.476667,Jul-Sep,2024,New BEL Road,Moderate
4231,New BEL Road,8135.1,Oct-Dec,2024,New BEL Road,Moderate
4232,New BEL Road,9480.74,Jan-Mar,2025,New BEL Road,Moderate
4233,New BEL Road,10083.25,Apr-Jun,2025,New BEL Road,Moderate
4234,New BEL Road,9817.953333,Jul-Sep,2025,New BEL Road,Moderate
4235,New BEL Road,5449.37,Oct-Dec,2025,New BEL Road,Moderate
4236,New BEL Road,5632,Jan-Mar,2026,New BEL Road,Moderate
4237,New BEL Road,5722.5,Apr-Jun,2026,New BEL Road,Moderate
4238,New BEL Road,5876,Jul-Sep,2026,New BEL Road,Moderate
4239,New BEL Road,5874,Oct-Dec,2026,New BEL Road,Moderate
4240,New BEL Road,6064,Jan-Mar,2027,New BEL Road,Moderate
4241,New BEL Road,6308,Apr-Jun,2027,New BEL Road,Moderate
4242,New BEL Road,6442.4,Jul-Sep,2027,New BEL Road,Moderate
4243,New BEL Road,6366.4,Oct-Dec,2027,New BEL Road,Moderate
4244,New BEL Road,6765.98,Jan-Mar,2028,New BEL Road,Moderate
4245,New BEL Road,6777.53,Apr-Jun,2028,New BEL Road,Moderate
4246,New BEL Road,7055.3,Jul-Sep,2028,New BEL Road,Moderate
4247,New BEL Road,7110.32,Oct-Dec,2028,New BEL Road,Moderate
4248,New BEL Road,7342.32,Jan-Mar,2029,New BEL Road,Moderate
4249,New BEL Road,7656.59,Apr-Jun,2029,New BEL Road,Moderate
4250,New BEL Road,7491.73,Jul-Sep,2029,New BEL Road,Moderate
4251,New BEL Road,7599.95,Oct-Dec,2029,New BEL Road,Moderate
4252,New BEL Road,7850.17,Jan-Mar,2030,New BEL Road,Moderate
4253,New BEL Road,8522.71,Apr-Jun,2030,New BEL Road,Moderate
4254,New BEL Road,8739.476667,Jul-Sep,2030,New BEL Road,Moderate
4255,New BEL Road,8135.1,Oct-Dec,2030,New BEL Road,Moderate
4256,Whitefield Main Road,8612.92,Jan-Mar,2024,Whitefield Main Road,Moderate
4257,Whitefield Main Road,8927.4,Apr-Jun,2024,Whitefield Main Road,Moderate
4258,Whitefield Main Road,9375.74,Jul-Sep,2024,Whitefield Main Road,Moderate
4259,Whitefield Main Road,9302.1,Oct-Dec,2024,Whitefield Main Road,Moderate
4260,Whitefield Main Road,10370.96,Jan-Mar,2025,Whitefield Main Road,Moderate
4261,Whitefield Main Road,9830.51,Apr-Jun,2025,Whitefield Main Road,Moderate
4262,Whitefield Main Road,10259.0625,Jul-Sep,2025,Whitefield Main Road,Moderate
4263,Whitefield Main Road,7177.775,Oct-Dec,2025,Whitefield Main Road,Moderate
4264,Whitefield Main Road,5384.549167,Jan-Mar,2026,Whitefield Main Road,Moderate
